devicename,deviceid,hourly_interval,Soil - EC,Soil - Moisture,Soil - Nitrogen,Soil - PH,Soil - Phosphorus,Soil - Potassium,Soil - Temperature,feed
NDS016,10,2024-07-18 11:50:00,11.25,24.025,138.0,1.45,56.25,194.25,29.6,
NDS016,10,2024-07-18 12:10:00,95.6,25.56,12.0,5.68,0.0,0.0,26.06,
NDS016,10,2024-07-18 12:20:00,11.5,62.225,26.5,1.5,0.0,194.25,16.35,
NDS016,10,2024-07-19 05:30:00,45.0,11.15,0.0,7.3,0.0,0.0,29.55,
NDS016,10,2024-07-19 05:40:00,11.25,11.3,43.25,1.825,0.0,194.25,29.6,
NDS016,10,2024-07-22 04:30:00,38.6,11.36,0.0,8.08,51.0,153.0,29.7,
NDS016,10,2024-07-22 04:40:00,72.2,10.195,145.5,6.3,178.5,179.5,37.19,
NDS016,10,2024-07-22 04:50:00,38.94736842105263,11.34736842105263,0.0,8.41578947368421,0.0,0.0,29.77894736842105,
NDS016,10,2024-07-22 05:00:00,39.0,10.542105263157897,0.0,8.4,0.0,0.0,29.8,
NDS016,10,2024-07-22 05:10:00,39.0,10.666666666666666,0.0,8.4,0.0,0.0,29.866666666666664,
NDS016,10,2024-07-22 06:00:00,97.07142857142856,13.9,145.71428571428572,5.521428571428571,182.14285714285717,218.57142857142856,32.07142857142857,
NDS016,10,2024-07-22 06:10:00,25.27777777777778,13.133333333333333,51.27777777777778,4.005555555555556,70.83333333333333,71.94444444444444,35.138888888888886,
NDS016,10,2024-07-22 06:20:00,35.0,13.56842105263158,0.0,5.3,0.0,0.0,29.07894736842105,
NDS016,10,2024-07-22 06:30:00,35.1578947368421,13.910526315789474,0.0,5.557894736842105,0.0,0.0,29.168421052631583,
NDS016,10,2024-07-22 06:40:00,35.94736842105263,13.4,0.0,5.447368421052632,0.0,0.0,29.242105263157896,
NDS016,10,2024-07-22 06:50:00,33.36,13.264,0.0,5.672000000000001,10.2,10.2,29.492000000000004,
NDS016,10,2024-07-22 07:00:00,35.810810810810814,12.856756756756756,34.13513513513514,5.216216216216216,0.0,28.0,30.22702702702703,
NDS016,10,2024-07-22 07:10:00,30.92105263157895,12.807894736842105,0.0,6.055263157894737,0.0,0.0,29.75263157894737,
NDS016,10,2024-07-22 07:20:00,32.108108108108105,13.372972972972974,0.0,6.3,0.0,0.0,30.6,
NDS016,10,2024-07-22 07:30:00,31.28205128205128,12.810256410256413,0.0,6.115384615384615,0.0,0.0,29.81538461538461,
NDS016,10,2024-07-22 07:40:00,33.25,13.61111111111111,0.0,6.427777777777778,0.0,0.0,31.48611111111111,
NDS016,10,2024-07-22 07:50:00,31.384615384615383,12.68974358974359,0.0,6.123076923076923,0.0,0.0,29.8948717948718,
NDS016,10,2024-07-22 08:00:00,31.526315789473685,12.552631578947368,0.0,6.171052631578948,0.0,0.0,29.894736842105264,
NDS016,10,2024-07-22 08:10:00,32.23684210526316,12.83421052631579,0.0,6.397368421052631,0.0,0.0,30.7,
NDS016,10,2024-07-22 08:20:00,31.55263157894737,12.36578947368421,0.0,6.163157894736842,0.0,0.0,29.923684210526314,
NDS016,10,2024-07-22 08:30:00,32.3421052631579,13.010526315789477,0.0,6.321052631578947,0.0,0.0,30.742105263157896,
NDS016,10,2024-07-22 08:40:00,31.710526315789476,12.607894736842104,0.0,6.176315789473684,0.0,0.0,29.95,
NDS016,10,2024-07-22 08:50:00,33.4054054054054,13.41081081081081,0.0,6.483783783783784,0.0,0.0,31.572972972972973,
NDS016,10,2024-07-22 09:00:00,31.94736842105263,12.802631578947368,0.0,6.057894736842106,0.0,0.0,29.95,
NDS016,10,2024-07-22 09:10:00,31.71794871794872,13.133333333333336,0.0,6.066666666666667,0.0,0.0,29.943589743589744,
NDS016,10,2024-07-22 09:20:00,31.94736842105263,12.971052631578948,0.0,6.097368421052632,0.0,0.0,29.928947368421053,
NDS016,10,2024-07-22 09:30:00,31.973684210526315,13.15263157894737,0.0,6.123684210526315,0.0,0.0,29.91578947368421,
NDS016,10,2024-07-22 09:40:00,31.846153846153847,12.74102564102564,0.0,6.1000000000000005,0.0,0.0,29.91282051282051,
NDS016,10,2024-07-22 09:50:00,33.4054054054054,12.294594594594594,0.0,6.1378378378378375,0.0,6.891891891891892,29.905405405405407,
NDS016,10,2024-07-22 10:00:00,42.375,14.3,7.96875,6.490625,7.96875,7.96875,29.9375,
NDS016,10,2024-07-22 10:10:00,45.14705882352941,14.097058823529412,13.529411764705882,6.5,7.5,15.117647058823527,31.46470588235294,
NDS016,10,2024-07-22 10:20:00,39.55263157894737,13.86842105263158,18.36842105263158,5.521052631578947,0.0,13.63157894736842,29.950000000000003,
NDS016,10,2024-07-22 10:30:00,49.05555555555556,14.877777777777778,0.0,6.386111111111111,0.0,0.0,31.577777777777776,
NDS016,10,2024-07-22 10:40:00,46.256410256410255,13.969230769230768,0.0,6.056410256410257,0.0,0.0,29.925641025641028,
NDS016,10,2024-07-22 10:50:00,48.24324324324324,14.224324324324323,0.0,6.162162162162162,0.0,0.0,30.73243243243244,
NDS016,10,2024-07-22 11:00:00,46.35897435897436,14.023076923076925,0.0,6.02051282051282,0.0,0.0,29.915384615384617,
NDS016,10,2024-07-22 11:10:00,41.55263157894737,12.689473684210526,0.0,6.268421052631579,0.0,0.0,29.910526315789472,
NDS016,10,2024-07-22 11:20:00,41.61538461538461,13.38205128205128,0.0,6.207692307692308,0.0,0.0,29.8948717948718,
NDS016,10,2024-07-22 11:30:00,42.026315789473685,13.43421052631579,0.0,6.021052631578947,0.0,0.0,29.889473684210525,
NDS016,10,2024-07-22 11:40:00,43.18421052631579,13.910526315789474,0.0,6.147368421052631,0.0,0.0,30.668421052631583,
NDS016,10,2024-07-22 11:50:00,42.5,13.852631578947369,0.0,5.992105263157894,0.0,0.0,29.865789473684213,
NDS016,10,2024-07-22 12:00:00,43.21052631578947,13.560526315789472,0.0,6.147368421052631,0.0,0.0,30.652631578947368,
NDS016,10,2024-07-22 12:10:00,42.92307692307692,14.374358974358977,0.0,5.933333333333333,0.0,0.0,29.864102564102566,
NDS016,10,2024-07-22 12:20:00,42.526315789473685,13.155263157894735,0.0,5.9526315789473685,0.0,0.0,29.855263157894736,
NDS016,10,2024-07-22 12:30:00,43.42105263157895,13.75263157894737,0.0,6.126315789473684,0.0,0.0,30.644736842105264,
NDS016,10,2024-07-22 12:40:00,42.578947368421055,13.739473684210529,0.0,5.934210526315789,0.0,0.0,29.85,
NDS016,10,2024-07-22 12:50:00,44.729729729729726,13.94864864864865,0.0,6.27027027027027,0.0,0.0,31.451351351351352,
NDS016,10,2024-07-22 13:00:00,43.0,13.513157894736842,0.0,5.934210526315789,0.0,0.0,29.81578947368421,
NDS016,10,2024-07-22 13:10:00,43.71052631578947,13.776315789473683,0.0,6.113157894736841,0.0,0.0,30.59473684210526,
NDS016,10,2024-07-22 13:20:00,43.0,14.11842105263158,0.0,5.9,0.0,0.0,29.79736842105263,
NDS016,10,2024-07-22 13:30:00,44.891891891891895,14.57027027027027,0.0,6.235135135135135,0.0,0.0,31.41351351351351,
