devicename,deviceid,hourly_interval,Soil - EC,Soil - Moisture,Soil - Nitrogen,Soil - PH,Soil - Phosphorus,Soil - Potassium,Soil - Temperature,feed
NDS005,8,2024-07-18 11:50:00,51.5,12.7,0.0,5.199999999999999,0.0,0.0,29.5,
NDS005,8,2024-07-18 12:00:00,10.5,13.475,58.75,1.65,0.0,194.25,29.5,
NDS005,8,2024-07-19 05:30:00,47.0,15.333333333333334,0.0,8.0,0.0,0.0,28.8,
NDS005,8,2024-07-19 05:40:00,11.75,21.65,169.5,2.0,0.0,194.25,28.8,
NDS005,8,2024-07-22 04:30:00,30.88888888888889,8.711111111111112,85.0,8.933333333333334,141.66666666666666,198.33333333333331,29.0,
NDS005,8,2024-07-22 04:40:00,68.05,9.39,80.9,6.660000000000001,127.5,128.5,36.775,
NDS005,8,2024-07-22 04:50:00,31.0,8.284210526315789,0.0,8.721052631578948,0.0,0.0,29.1,
NDS005,8,2024-07-22 05:00:00,31.473684210526315,9.226315789473684,0.0,8.668421052631578,0.0,0.0,29.178947368421053,
NDS005,8,2024-07-22 05:10:00,32.0,7.683333333333334,0.0,8.616666666666665,0.0,0.0,29.2,
NDS005,8,2024-07-22 06:00:00,111.92857142857144,12.285714285714286,151.92857142857142,7.928571428571429,182.14285714285717,218.57142857142856,31.092857142857145,
NDS005,8,2024-07-22 06:10:00,21.75,6.590000000000001,39.95,6.43,63.75,64.75,35.11,
NDS005,8,2024-07-22 06:20:00,29.0,8.005263157894737,0.0,8.447368421052632,0.0,0.0,29.86842105263158,
NDS005,8,2024-07-22 06:30:00,29.210526315789476,7.06842105263158,0.0,8.4,0.0,0.0,29.93157894736842,
NDS005,8,2024-07-22 06:40:00,30.0,7.709999999999999,0.0,8.4,0.0,0.0,30.015,
NDS005,8,2024-07-22 06:50:00,30.0,8.405263157894737,0.0,8.373684210526315,0.0,0.0,30.094736842105267,
NDS005,8,2024-07-22 07:00:00,30.0,7.859999999999999,0.0,8.41,0.0,0.0,30.1,
NDS005,8,2024-07-22 07:10:00,30.0,7.868421052631579,0.0,8.4,0.0,0.0,30.142105263157895,
NDS005,8,2024-07-22 07:20:00,30.0,7.115,0.0,8.4,0.0,0.0,30.2,
NDS005,8,2024-07-22 07:30:00,30.157894736842103,7.242105263157894,0.0,8.378947368421054,0.0,0.0,30.2,
NDS005,8,2024-07-22 07:40:00,30.57894736842105,7.226315789473685,0.0,8.4,0.0,0.0,30.20526315789473,
NDS005,8,2024-07-22 07:50:00,30.65,7.205,0.0,8.335,0.0,0.0,30.21,
NDS005,8,2024-07-22 08:00:00,31.0,7.010526315789473,0.0,8.363157894736842,0.0,0.0,30.22105263157895,
NDS005,8,2024-07-22 08:10:00,30.95,8.415000000000001,0.0,8.31,0.0,0.0,30.22,
NDS005,8,2024-07-22 08:20:00,31.0,7.410526315789474,0.0,8.31578947368421,0.0,0.0,30.21578947368421,
NDS005,8,2024-07-22 08:30:00,31.0,7.545,0.0,8.330000000000002,0.0,0.0,30.225,
NDS005,8,2024-07-22 08:40:00,31.0,7.184210526315789,0.0,8.310526315789474,0.0,0.0,30.23684210526316,
NDS005,8,2024-07-22 08:50:00,31.0,7.604999999999999,0.0,8.305000000000001,0.0,0.0,30.245,
NDS005,8,2024-07-22 09:00:00,31.0,7.136842105263158,0.0,8.4,0.0,0.0,30.23684210526316,
NDS005,8,2024-07-22 09:10:00,31.0,7.7,0.0,8.38421052631579,0.0,0.0,30.22631578947368,
NDS005,8,2024-07-22 09:20:00,31.0,7.290000000000001,0.0,8.34,0.0,0.0,30.2,
NDS005,8,2024-07-22 09:30:00,31.0,7.042105263157896,0.0,8.394736842105264,0.0,0.0,30.2,
NDS005,8,2024-07-22 09:40:00,31.0,7.029999999999999,0.0,8.3,0.0,0.0,30.2,
NDS005,8,2024-07-22 09:50:00,31.0,7.747368421052631,0.0,8.3,0.0,0.0,30.194736842105264,
NDS005,8,2024-07-22 10:00:00,31.0,7.5,0.0,8.3,0.0,0.0,30.178947368421053,
NDS005,8,2024-07-22 10:10:00,31.0,7.275,0.0,8.3,0.0,0.0,30.185,
NDS005,8,2024-07-22 10:20:00,31.0,7.121052631578948,0.0,8.289473684210526,0.0,0.0,30.157894736842103,
NDS005,8,2024-07-22 10:30:00,31.0,7.310526315789474,0.0,8.257894736842106,0.0,0.0,30.142105263157895,
NDS005,8,2024-07-22 10:40:00,31.0,6.534999999999999,0.0,8.2,0.0,0.0,30.160000000000004,
NDS005,8,2024-07-22 10:50:00,31.0,7.257894736842106,0.0,8.2,0.0,0.0,30.12105263157895,
NDS005,8,2024-07-22 11:00:00,31.0,7.845000000000001,0.0,8.11,0.0,0.0,30.115,
NDS005,8,2024-07-22 11:10:00,31.0,7.536842105263159,0.0,8.121052631578946,0.0,0.0,30.115789473684213,
NDS005,8,2024-07-22 11:20:00,31.0,7.415000000000001,0.0,8.225,0.0,0.0,30.105,
NDS005,8,2024-07-22 11:30:00,31.0,7.463157894736843,0.0,8.23157894736842,0.0,0.0,30.1,
NDS005,8,2024-07-22 11:40:00,31.0,7.279999999999999,0.0,8.209999999999999,0.0,0.0,30.1,
NDS005,8,2024-07-22 11:50:00,31.0,7.3842105263157904,0.0,8.2,0.0,0.0,30.1,
NDS005,8,2024-07-22 12:00:00,31.05,7.135000000000001,0.0,8.15,0.0,0.0,30.095,
NDS005,8,2024-07-22 12:10:00,31.210526315789476,7.742105263157894,0.0,8.163157894736841,0.0,0.0,30.1,
NDS005,8,2024-07-22 12:20:00,31.157894736842103,7.084210526315789,0.0,8.26842105263158,0.0,0.0,30.06842105263158,
NDS005,8,2024-07-22 12:30:00,31.05,7.505,0.0,8.215,0.0,0.0,30.02,
NDS005,8,2024-07-22 12:40:00,31.157894736842103,7.042105263157896,0.0,8.205263157894736,0.0,0.0,30.015789473684208,
NDS005,8,2024-07-22 12:50:00,31.1,6.98,0.0,8.205,0.0,0.0,30.0,
NDS005,8,2024-07-22 13:00:00,31.0,7.773684210526315,0.0,8.157894736842104,0.0,0.0,30.0,
NDS005,8,2024-07-22 13:10:00,31.05,6.815,0.0,8.184999999999999,0.0,0.0,29.985000000000003,
NDS005,8,2024-07-22 13:20:00,31.0,7.373684210526315,0.0,8.1,0.0,0.0,29.96315789473684,
NDS005,8,2024-07-22 13:30:00,31.0,7.354999999999999,0.0,8.1,0.0,0.0,29.94,
NDS005,8,2024-07-22 13:40:00,31.05263157894737,7.236842105263157,0.0,8.1,0.0,0.0,29.94210526315789,
NDS005,8,2024-07-22 13:50:00,31.05,7.13,0.0,8.1,0.0,0.0,29.905,
NDS005,8,2024-07-22 14:00:00,31.0,6.921052631578948,0.0,8.1,0.0,0.0,29.9,
NDS005,8,2024-07-22 14:10:00,31.05263157894737,7.484210526315789,0.0,8.105263157894736,0.0,0.0,29.9,
NDS005,8,2024-07-22 14:20:00,31.0,7.7,0.0,8.12,0.0,0.0,29.9,
